sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:unit,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer;;;;;
NPU03695,Urine in Patient volume,609462,,millilitre,0.57,APPROVED,EQUAL,Tomer Sagi,1727447605326,3036603,Volume of Urine,Measurement,MAPS_TO,,Tomer Sagi,1727447271614,;;;;;
NPU28820,Carbon dioxide in Plasma central venous blood gas tension,117492,,kilopascal,0.58,APPROVED,EQUAL,Tomer Sagi,1727447734865,1616989,Carbon dioxide [Partial pressure] in Central venous blood,Measurement,MAPS_TO,,<auto>,1727445380142,;;;;;
NPU17139,Carbon dioxide in Plasma cord Blood; arterial Blood gas tension,173797,,kilopascal,0.54,APPROVED,EQUAL,Tomer Sagi,1727447742099,3003932,Carbon dioxide [Partial pressure] in Arterial cord blood,Measurement,MAPS_TO,,<auto>,1727445381069,;;;;
NPU29055,Cholesterol+ester in Plasma substance concentration,1275787,,millimole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1730042874658,3019900,Cholesterol [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1730042873263,;;;;;
NPU19577,Plasma—3-Methoxyadrenalinium; substance concentration = ? nanomole per litre,55196,,nanomole per litre,0.00,APPROVED,EQUAL,Tomer Sagi,1727953020752,3032155,Metanephrine Free [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727953014206,;;;;
NPU12521,Base excess in Plasma venous Blood substance concentration,98594,,millimole per litre,0.65,APPROVED,EQUAL,Tomer Sagi,1727537039382,1616922,Base excess in Central venous blood by calculation,Measurement,MAPS_TO,,<auto>,1727445695817,;;;;;
NPU22072,Plasma(capillary Blood)—Glucose; substance concentration(Time of day 03) = ? millimole per litre,54777,,millimole per litre,0.00,APPROVED,INEXACT,Tomer Sagi,1730048345791,0,Unmapped,,MAPS_TO,no specific term for 3AM found. ,,0,;;;;
NPU29745,HLA-B gene in DNA specification arbitrary entitic number,60158,,,0.27,APPROVED,EQUAL,Tomer Sagi,1727938378478,3008898,HLA-B27 [Presence],Measurement,MAPS_TO,,Tomer Sagi,1727938265165,;;;;;
NPU19917,Plasma—Thyroxine binding globulin; mass concentration = ? milligram per litre,54762,,milligram per litre,0.00,APPROVED,EQUIVALENT,Tomer Sagi,1727961947215,3020924,Thyroxine binding globulin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727961946083,;;;;
NPU18247,Prolactin in Plasma arbitrary substance concentration,776741,,10<sup>-3</sup> international unit per litre,0.44,APPROVED,EQUAL,Tomer Sagi,1727962295929,3021387,Prolactin [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727962294544,;;;;;
NPU10842,Birch antibody in Plasma arbitrary substance concentration,312614,,10Â³ international unit per litre,0.38,APPROVED,EQUAL,Tomer Sagi,1727537732411,3034683,White Birch IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,Check Silver/White Birch and check PDU,Tomer Sagi,1727537730504,;;;;;
NPU19766,Plasma—Immunoglobulin G1; mass concentration = ? gram per litre,54755,,microgram per litre,0.00,APPROVED,EQUIVALENT,Tomer Sagi,1727961545187,3027135,IgG subclass 1 [Mass/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727961543314,;;;;
NPU56406,Immunoglobulin E in Plasma arbitrary substance concentration,108628,,10Â³ international unit per litre,0.48,APPROVED,EQUAL,Tomer Sagi,1727940215240,3001234,IgE [Moles/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727940191239,;;;;;
NPU26737,Plasma—Glutamate decarboxylase 2 antibody; arbitrary substance concentration(IRP 97/550;ELISA;procedure) = ? 10³ international unit per litre,54466,,10Â³ international unit per litre,0.00,APPROVED,EQUIVALENT,Tomer Sagi,1727954690313,3020148,Glutamate decarboxylase 65 Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727954625330,;;
NPU10162,Haemoglobin in Blood cord Blood substance concentration,98382,,millimole per litre,0.45,APPROVED,EQUAL,Tomer Sagi,1727551047015,3041041,Hemoglobin [Mass/volume] in Cord blood,Measurement,MAPS_TO,,Tomer Sagi,1727551045661,;;;;;
"NPU21747,Erythrocyte antibody in Plasma arbitrary concentration,1249386,,,0.38,APPROVED,EQUAL,Tomer Sagi,1729845055676,4025636,Erythrocyte antibody,Observation,MAPS_TO,""checked: Since this test is qualitative rather than quantitative, Instead, it focuses on identifying the presence or absence of irregular antibodies in red blood cells: https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Type=&Lok=HEM&ID=NPU21747"",Tomer Sagi,1729845048318,";;;;;
NPU13098,Timothy grass antibody in Plasma arbitrary substance concentration,284280,,(procedure defined unit),0.38,APPROVED,EQUAL,Tomer Sagi,1727967125336,3003888,Timothy IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,units by https://labportal.rh.dk/Labkaoversigt.asp?Id=7506,Tomer Sagi,1727967059005,;;;;;
NPU01681,Coagulation; surface-induced in Plasma relative time,59864,,,0.38,APPROVED,EQUAL,Tomer Sagi,1727544877967,3013466,aPTT in Blood by Coagulation assay,Measurement,MAPS_TO,,Tomer Sagi,1727544813523,;;;;
NPU12500,Oxygen in Plasma capillary Blood gas tension,394868,,kilopascal,0.66,APPROVED,EQUAL,Tomer Sagi,1727949691981,3028626,Oxygen [Partial pressure] in Capillary blood,Measurement,MAPS_TO,,Tomer Sagi,1727949690811,;;;;;
NPU17589,Sedimentation reaction in Blood arbitrary length,763110,,(procedure defined unit),0.34,APPROVED,EQUAL,Tomer Sagi,1729853973480,3015183,Erythrocyte sedimentation rate,Measurement,MAPS_TO,The Erythrocyte sedimentation rate is measured in mm/hr. : https://www.gentoftehospital.dk/afdelinger-og-klinikker/klinisk-biokemisk-afdeling/metodeblade/S/Sedimentationsreaktion%20(Blod).pdf,Tomer Sagi,1727963303391,;;;;;
NPU22074,Glucose in Plasma capillary Blood substance concentration,108307,,millimole per litre,0.48,APPROVED,EQUAL,Tomer Sagi,1727550815704,3040151,Glucose [Moles/volume] in Capillary blood,Measurement,MAPS_TO,,Tomer Sagi,1727550809993,;;;;;
NPU10881,Dermatophagoides pteronyssinus antibody in Plasma arbitrary substance concentration,311683,,10Â³ international unit per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727547788748,3023351,European house dust mite IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727547786312,;;;;;
NPU53974,Amylase in Plasma catalytic-activity concentration,98369,,Unit per litre,0.40,APPROVED,EQUAL,Tomer Sagi,1727535010168,3016771,Amylase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727534921423,;;;;;
NPU53989,Coagulation; surface-induced in Plasma time,1230712,,second,0.37,APPROVED,EQUAL,Tomer Sagi,1729672924040,3013466,aPTT in Blood by Coagulation assay,Measurement,MAPS_TO,The reference range of the aPTT is 30-40 seconds. https://emedicine.medscape.com/article/2085837-overview?form=fpf,Tomer Sagi,1727544994357,;;;;
NPU29992,Antithrombin in Plasma arbitrary substance concentration,282421,,10Â³ international unit per litre,0.43,APPROVED,EQUAL,Tomer Sagi,1727535831786,3018676,Antithrombin [Units/volume] in Platelet poor plasma by Chromogenic method,Measurement,MAPS_TO,LOINC method does not necesseraliy use the coagulation X factor as NPU method . but the measurement seems equivalent. ,Tomer Sagi,1727535778458,;;;;;
NPU12501,Oxygen in Plasma venous Blood gas tension,740232,,kilopascal,0.62,APPROVED,EQUAL,Tomer Sagi,1727949738603,3024354,Oxygen [Partial pressure] in Venous blood,Measurement,MAPS_TO,,Tomer Sagi,1727949737878,;;;;;
NPU08895,Glucose in Plasma substance concentration,59649,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412595,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445712338,;;;;;
NPU14266,Hydrogen carbonate in Plasma venous Blood substance concentration,388001,,millimole per litre,0.44,APPROVED,NARROWER,Tomer Sagi,1727939441325,1616794,Bicarbonate [Moles/volume] in Central venous blood,Measurement,MAPS_TO,,<auto>,1727445712659,;;;;;
NPU08676,Body in Patient Celsius temperature,311480,,degree Celsius,0.61,APPROVED,EQUAL,Tomer Sagi,1727537790383,3020891,Body temperature,Measurement,MAPS_TO,,<auto>,1727445712773,;;;;;
NPU10876,Cladosporium herbarum antibody in Plasma arbitrary substance concentration,107891,,10Â³ international unit per litre,0.36,APPROVED,EQUAL,Tomer Sagi,1727544366230,3011034,Cladosporium herbarum Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727544364840,;;;;;
NPU03978,Metamyelocytes in Blood number concentration,1224678,,10<sup>9</sup> per litre,0.63,APPROVED,EQUAL,Tomer Sagi,1727945919589,3024507,Metamyelocytes [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727945917124,;;;;;
NPU22078,Glucose in Plasma capillary Blood substance concentration,96670,,millimole per litre,0.48,APPROVED,EQUAL,Tomer Sagi,1727550823886,3040151,Glucose [Moles/volume] in Capillary blood,Measurement,MAPS_TO,,Tomer Sagi,1727550822815,;;;;;
NPU03010,Oxygen in Haemoglobin Blood gas tension,309135,,kilopascal,0.48,APPROVED,EQUAL,Tomer Sagi,1727949584578,3027315,Oxygen [Partial pressure] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727949284487,;;;;;
NPU04160,Calcium in Urine substance concentration,59063,,millimole per litre,0.35,APPROVED,EQUAL,Tomer Sagi,1727541632479,3018133,Calcium [Moles/volume] in Urine,Measurement,MAPS_TO,,Tomer Sagi,1727541630714,;;;;;
NPU02613,Lithium ion in Plasma substance concentration,378940,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727944205418,3024666,Lithium [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727944163738,;;;;;
NPU03549,Testosterone in Plasma substance concentration,281893,,nanomole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727965679919,3017446,Testosterone [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727965678646,;;;;;
NPU27337,Thyroxine binding capacity in Plasma relative substance concentration,731455,,,0.65,APPROVED,EQUAL,Tomer Sagi,1727966995674,44816692,Thyroid hormone binding ratio (THBR) in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727966991556,;;;;;
NPU03928,Ammonium in Plasma substance concentration,107808,,micromole per litre,0.40,APPROVED,EQUAL,Tomer Sagi,1727534452028,3023183,Ammonium ion [Moles/volume] in Plasma,Measurement,MAPS_TO,,<auto>,1727445722083,;;;;;
NPU03976,Myelocytes in Blood number concentration,1224277,,10<sup>9</sup> per litre,0.54,APPROVED,EQUAL,Tomer Sagi,1727946400894,3021120,Myelocytes [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727946399546,;;;;;
NPU21536,Fibrinogen in Plasma substance concentration,306604,,micromole per litre,0.43,APPROVED,EQUAL,Tomer Sagi,1727549978176,3016407,Fibrinogen [Mass/volume] in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,,Tomer Sagi,1727549976859,;;;;;
NPU22088,Glucose in Plasma capillary Blood substance concentration,96458,,millimole per litre,0.48,APPROVED,EQUAL,Tomer Sagi,1727550828766,3040151,Glucose [Moles/volume] in Capillary blood,Measurement,MAPS_TO,,Tomer Sagi,1727550827912,;;;;;
NPU01448,Cancer antigen 125 in Plasma arbitrary substance concentration,727013,,(procedure defined unit),0.39,APPROVED,EQUAL,Tomer Sagi,1730041897884,3037551,Cancer Ag 125 [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,arb.U/L by https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU01448,Tomer Sagi,1730041651115,;;;;;
NPU04114,Clozapine in Plasma substance concentration,107121,,nanomole per litre,0.41,APPROVED,EQUAL,Tomer Sagi,1727544583188,3029389,cloZAPine [Moles/volume] in Urine,Measurement,MAPS_TO,,Tomer Sagi,1727544579647,;;;;;
NPU19811,Immunoglobulin G/Albumin in Cerebrospinal fluid relative mass ratio,58833,,,0.61,APPROVED,EQUAL,Tomer Sagi,1727940207591,3007798,IgG/Albumin [Mass Ratio] in Cerebral spinal fluid,Measurement,MAPS_TO,,<auto>,1727445728394,;;;;;
NPU12229,Iodide peroxidase antibody in Plasma arbitrary substance concentration,357691,,(procedure defined unit),0.38,APPROVED,EQUAL,Tomer Sagi,1727942758870,3027238,Thyroperoxidase Ab [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727942757258,;;;;;
NPU13167,Dog dander antibody in Plasma arbitrary substance concentration,279978,,(procedure defined unit),0.39,APPROVED,EQUAL,Tomer Sagi,1730043209008,3014133,Dog dander IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,kU/L by https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU13167,Tomer Sagi,1730042971242,;;;;;
NPU21828,Blood—T-lymphocytes(CD8+); number concentration = ? 109 per litre,58714,,,0.00,APPROVED,EQUAL,Tomer Sagi,1727871766487,3001405,CD3+CD8+ (T8 suppressor) cells [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727871765042,;;;;
NPU12021,Plasma—Cardiolipin antibody(Immunoglobulin M); arbitrary substance concentration(procedure) = ?,58703,,(procedure defined unit),0.00,APPROVED,EQUAL,Tomer Sagi,1727953984213,3037492,Cardiolipin IgM Ab [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,units by https://labportal.rh.dk/Labkaoversigt.asp?Id=3183,Tomer Sagi,1727953967125,;;;;
NPU19579,Choriogonadotropin+beta-chain in Plasma arbitrary substance concentration,1223009,,international unit per litre,0.41,APPROVED,EQUAL,Tomer Sagi,1727543978402,3038136,Choriogonadotropin.beta subunit [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727543976959,;;;;;
NPU19779,Plasma—Immunoglobulin G1; mass concentration = ? gram per litre,58640,,milligram per litre,0.00,APPROVED,EQUIVALENT,Tomer Sagi,1727961658441,3027135,IgG subclass 1 [Mass/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727961654117,;;;;
NPU08562,Glucose in Plasma substance concentration,96377,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412595,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445732928,;;;;;
NPU19817,Plasma—Immunoglobulin G1; mass concentration = ? gram per litre,58615,,gram per litre,0.00,APPROVED,EQUIVALENT,Tomer Sagi,1727961659015,3027135,IgG subclass 1 [Mass/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727961645803,;;;;
NPU10899,Timothy grass antibody in Plasma arbitrary substance concentration,306378,,10Â³ international unit per litre,0.38,APPROVED,EQUAL,Tomer Sagi,1727967097688,3003888,Timothy IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727967094995,;;;;;
NPU03454,Semen—Spermatozoa; number of entities(procedure) = ?,58455,,10<sup>6</sup>,0.00,APPROVED,EQUAL,Tomer Sagi,1727964628044,3000606,Spermatozoa [#/volume] in Semen,Measurement,MAPS_TO,,Tomer Sagi,1727964558126,;;;;
NPU17007,Haemoglobin in Reticulocytes Blood entitic amount-of-substance,726840,,femtomole,0.57,APPROVED,EQUAL,Tomer Sagi,1727937372877,43533918,Hemoglobin [Entitic substance] in Reticulocytes by Automated count,Measurement,MAPS_TO,,<auto>,1727445734491,;;;;;
NPU19818,Plasma—Immunoglobulin G2; mass concentration = ? gram per litre,58376,,gram per litre,0.00,APPROVED,EQUIVALENT,Tomer Sagi,1727961573517,3028192,IgG subclass 2 [Mass/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727961572341,;;;;
NPU01582,Choriogonadotropin+beta-chain in Plasma arbitrary substance concentration,106433,,international unit per litre,0.41,APPROVED,EQUAL,Tomer Sagi,1727543966005,3038136,Choriogonadotropin.beta subunit [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727543965222,;;;;;
NPU19819,Plasma—Immunoglobulin G3; mass concentration = ? gram per litre,58367,,gram per litre,0.00,APPROVED,EQUIVALENT,Tomer Sagi,1727961625908,3024139,IgG subclass 3 [Mass/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727961624497,;;;;
NPU08561,Glucose in Plasma substance concentration,357057,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412595,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445737563,;;;;;
NPU08559,Plasma—Glucose; substance concentration(Time of day 15) = ? millimole per litre,58266,,millimole per litre,0.00,APPROVED,EQUAL,Tomer Sagi,1727954461602,40762876,Glucose [Moles/volume] in Serum or Plasma --3 PM specimen,Measurement,MAPS_TO,no specific LOINC code for 3 PM,Tomer Sagi,1727954457432,;;;;
NPU13227,Cat dander antibody in Plasma arbitrary substance concentration,279226,,(procedure defined unit),0.40,APPROVED,EQUAL,Tomer Sagi,1730042113939,3023430,Cat dander IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,kIU/L by https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU13227,Tomer Sagi,1730042110399,;;;;;
NPU27591,Troponin I; cardiac muscle in Plasma mass concentration,1208797,,nanogram per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727978813785,3021337,Troponin I.cardiac [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727978811387,;;;;
NPU16397,Plasma—Beta-2-glycoprotein 1 antibody(Immunoglobulin G); arbitrary substance concentration(procedure) = ?,57760,,(procedure defined unit),0.00,APPROVED,EQUAL,Tomer Sagi,1730036275883,3018658,Beta 2 glycoprotein 1 IgG Ab [Units/volume] in Serum,Measurement,MAPS_TO,k-arb. u/L by https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU16397,Tomer Sagi,1730035797940,;;;;
NPU08565,Glucose in Plasma substance concentration,95969,,millimole per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727531412595,3013826,Glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445741025,;;;;;
NPU22125,,57662,,millimole per litre,0.00,APPROVED,INEXACT,Tomer Sagi,1727981016550,3043032,Glucose [Moles/volume] in Serum or Plasma --8 PM specimen,Measurement,MAPS_TO,No code for 10:30 PM,Tomer Sagi,1727981014903,;;;;;
NPU04708,Plasmocytes in Blood number concentration,720859,,10<sup>9</sup> per litre,0.47,APPROVED,EQUAL,Tomer Sagi,1727962032014,3001362,Plasma cells [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727961976964,;;;;;
NPU16398,Plasma—Beta-2-glycoprotein 1 antibody(Immunoglobulin M); arbitrary substance concentration(procedure) = ? (procedure defined unit),57622,,(procedure defined unit),0.00,APPROVED,EQUAL,Tomer Sagi,1730036600672,3014300,Beta 2 glycoprotein 1 IgM Ab [Units/volume] in Serum,Measurement,MAPS_TO,k-arb.U per liter by https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU16398,Tomer Sagi,1730036588807,;;;;
NPU10968,Dog dander antibody in Plasma arbitrary substance concentration,305594,,10Â³ international unit per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727548155165,3014133,Dog dander IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727548153594,;;;;;
NPU03995,Hydrogen ion in Plasma venous Blood pH,1204203,,,0.56,APPROVED,EQUAL,Tomer Sagi,1730037458908,3012544,pH of Venous blood,Measurement,MAPS_TO,,Tomer Sagi,1727939867349,;;;;;
NPU14048,Creatininium clearance in Kidney volume rate,353515,,millilitre per minute,0.46,APPROVED,EQUAL,Tomer Sagi,1727545984818,3047148,Creatinine renal clearance in Urine and Serum or Plasma collected for unspecified duration,Measurement,MAPS_TO,,Tomer Sagi,1727545982899,;;;;;
NPU17877,Wassermann antibody in Plasma arbitrary concentration,106340,,,0.35,APPROVED,EQUAL,Tomer Sagi,1727980732093,3021583,Cardiolipin Ab [Presence] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727980729588,;;;;;
NPU10156,Amenorrhea in Patient duration,95625,,Week(s),0.51,APPROVED,NARROWER,Tomer Sagi,1730061158143,36309582,Women's health: Amenorrhea/dysmenorrhea,Meas Value,MAPS_TO,No equivalenct durtaional concept. I suggest mapping to this to at least record the condition. ,Tomer Sagi,1727534410538,;;;;;
NPU13135,Mugwort antibody in Plasma arbitrary substance concentration,276446,,(procedure defined unit),0.39,APPROVED,EQUAL,Tomer Sagi,1730045864979,3008401,Mugwort IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,according to this: https://labportal.rh.dk/Labkaoversigt.asp?Id=7510 its kU/L which is the same as NPU10936,Tomer Sagi,1727946341075,;;;;;
NPU03944,Lactate in Plasma venous Blood substance concentration,1163605,,millimole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727943101355,3005491,Lactate [Moles/volume] in Plasma venous,Measurement,MAPS_TO,,Tomer Sagi,1727943096249,;;;;;
NPU01684,Coagulation; tissue factor-induced in Plasma reciprocal relative time,719630,,,0.29,APPROVED,EQUAL,Tomer Sagi,1727545243186,3033658,Prothrombin time (PT) actual/Normal,Measurement,MAPS_TO,,Tomer Sagi,1727545169478,;;;;
NPU09357,Estradiol in Plasma substance concentration,104442,,picomole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727549240808,3026725,Estradiol (E2) [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,note units,Tomer Sagi,1727549239434,;;;;;
NPU10197,Oxygen in Haemoglobin Fe; O<sub>2</sub>-binding; capillary Blood saturation,351417,,,0.41,APPROVED,EQUAL,Tomer Sagi,1727949586766,3021901,Oxygen saturation in Capillary blood,Measurement,MAPS_TO,,<auto>,1727445752134,;;;
"NPU18383,Hydrogen carbonate in Plasma arterial Blood substance concentration,237638,,millimole per litre,0.37,APPROVED,NARROWER,Tomer Sagi,1727938945322,3016293,Bicarbonate [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,""old term, part of panel NPU04197"",Tomer Sagi,1727938944392,";;;;;
NPU11028,Cat dander antibody in Plasma arbitrary substance concentration,305208,,10Â³ international unit per litre,0.40,APPROVED,EQUAL,Tomer Sagi,1727543515279,3023430,Cat dander IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727543514533,;;;;;
NPU02348,Hepatitis B virus e antigen in Plasma arbitrary concentration,95470,,,0.51,APPROVED,EQUAL,Tomer Sagi,1730009237775,3027974,Hepatitis B virus e Ag [Presence] in Serum,Measurement,MAPS_TO,presence by https://www.analysefortegnelsen.dk/AnalyselisteZoom.asp?Id=NPU02348,Tomer Sagi,1727937754945,;;;;;
NPU17562,Eosinophilocytes in Blood number concentration,272919,,10<sup>9</sup> per litre,0.53,APPROVED,EQUAL,Tomer Sagi,1727548308423,3013115,Eosinophils [#/volume] in Blood,Measurement,MAPS_TO,,Tomer Sagi,1727548195512,;;;;;
NPU19717,Calprotectin in Faeces mass fraction,704569,,10<sup>-6</sup>,0.34,APPROVED,EQUAL,Tomer Sagi,1727542463235,3048689,Calprotectin [Mass/mass] in Stool,Measurement,MAPS_TO,,<auto>,1727445756384,;;;;;
NPU17675,M-component in Plasma arbitrary concentration,1160252,,,0.39,APPROVED,EQUAL,Tomer Sagi,1727945351247,3015240,Prorenin [Units/volume] in Plasma,Measurement,MAPS_TO,equivalent to presence by https://www.bohlab.dk/index.php/npu17675,<auto>,1727445757948,;;;;;
NPU01992,Ethanol in Plasma substance concentration,234827,,millimole per litre,0.42,APPROVED,EQUAL,Tomer Sagi,1727549288766,3020191,Ethanol [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727549286902,;;;;;
NPU19873,Orosomucoid in Plasma mass concentration,304990,,gram per litre,0.33,APPROVED,EQUAL,Tomer Sagi,1727948703984,3008877,Alpha-1-acid glycoprotein [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445759266,;;;;;
NPU03383,Salicylate in Plasma substance concentration,94747,,millimole per litre,0.40,APPROVED,EQUAL,Tomer Sagi,1727963242019,3017950,Salicylates [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727963241035,;;;;;
NPU12573,Proteinase 3 antibody in Plasma arbitrary substance concentration,104082,,(procedure defined unit),0.38,APPROVED,EQUAL,Tomer Sagi,1727962869625,3009445,Proteinase 3 Ab [Units/volume] in Serum,Measurement,MAPS_TO,See https://labportal.rh.dk/Labkaoversigt.asp?Id=4339,Tomer Sagi,1727962851273,;;;;;
NPU20041,Iodide peroxidase antibody in Plasma arbitrary substance concentration,342328,,10Â³ international unit per litre,0.38,APPROVED,EQUAL,Tomer Sagi,1727942771723,3027238,Thyroperoxidase Ab [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727942770519,;;;;;
NPU12567,Lupus La protein antibody in Plasma arbitrary substance concentration,269078,,(procedure defined unit),0.36,APPROVED,EQUAL,Tomer Sagi,1730045752038,3022594,Sjogrens syndrome-B extractable nuclear IgG Ab [Presence] in Serum,Measurement,MAPS_TO,pos/neg by https://labportal.rh.dk/LabPortal.asp?Mode=View&Id=4401,Tomer Sagi,1727944522447,;;;;;
NPU18410,Cholesterol+ester/Cholesterol+ester;" in HDL in Plasma substance ratio,703019,,,0.47,APPROVED,EQUAL,Tomer Sagi,1729586364596,40757598,Cholesterol in HDL 2a/Cholesterol in total HDL in Serum or Plasma by Electrophoresis,Measurement,MAPS_TO,""IFCC-IUPAC-navn  = P—Cholesterol+ester/Cholesterol+ester, i HDL"; stofratio /Nationalt kortnavn :Kolesterol-ratio total / HDL;"P  (autoriseret af: DSKB)  according to: https://labportal.rh.dk/Labkaoversigt.asp?Id=622"",Tomer Sagi,1729586340242,";;
NPU03972,Blast cells in Blood number concentration,1117541,,10<sup>9</sup> per litre,0.32,APPROVED,EQUAL,Tomer Sagi,1727537781034,3005105,Blasts [#/volume] in Blood,Measurement,MAPS_TO,,<auto>,1727445764934,;;;;;
NPU17676,M-component in Urine arbitrary concentration,94652,,,0.34,APPROVED,EQUAL,Tomer Sagi,1727945546059,3965039,Protein.monoclonal [Presence] in Urine by MS.MALDI-TOF,Measurement,MAPS_TO,equivalent to presence: https://www.bohlab.dk/index.php/npu17676,Tomer Sagi,1727945541756,;;;;;
NPU10936,Mugwort antibody in Plasma arbitrary substance concentration,298491,,10Â³ international unit per litre,0.39,APPROVED,EQUAL,Tomer Sagi,1727946385504,3008401,Mugwort IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Tomer Sagi,1727946383830,;;;;;
NPU02460,17-Hydroxyprogesterone in Plasma substance concentration,233024,,nanomole per litre,0.62,APPROVED,EQUAL,Tomer Sagi,1727531703545,3023530,17-Hydroxyprogesterone [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Tomer Sagi,1727531701958,;;;;;
NPU19865,Myoglobin in Plasma mass concentration,669160,,microgram per litre,0.57,APPROVED,EQUAL,Tomer Sagi,1727946970889,3006346,Myoglobin [Presence] in Serum or Plasma,Measurement,MAPS_TO,,<auto>,1727445768944,;;;;;
NPU10379,Urine sampling in Patient duration,334777,,hour,0.50,APPROVED,EQUAL,Tomer Sagi,1727980448925,3016750,Collection duration of Urine,Measurement,MAPS_TO,,Tomer Sagi,1727980447493,;;;;;
