source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
Drug 484808,0,VNR,NARAGRAN (25 MG ),1118121,RxNorm,2024-05-13,,
Drug 22750,0,VNR,INEXIUM (20 MG ),904457,RxNorm,2024-05-13,,
Drug 173658,0,VNR,TILCOTIL (20 MG ),19008188,RxNorm,2024-05-13,,
Drug 423361,0,VNR,YASMIN (3 MG+30 MIKROGRAM ),19071361,RxNorm,2024-05-13,,
Drug 517862,0,VNR,DETRUSITOL (07 MG ),40099110,RxNorm,2024-05-13,,
Drug 15070,0,VNR,PERSANTIN RETARD (200 MG ),1331271,RxNorm,2024-05-13,,
Drug 11814,0,VNR,NEURIL (300 MG ),19077548,RxNorm,2024-05-13,,
Drug 181883,0,VNR,TRUXAL (15 MG ),19000959,RxNorm,2024-05-13,,
Drug 14016,0,VNR,"MIRTAZAPIN ""ALTERNOVA"" (30 MG )",725180,RxNorm,2024-05-13,,
Drug 17992,0,VNR,NOVORAPID PENFILL (100 E/ML ),35159339,RxNorm Extension,2024-05-13,,
Drug 83980,0,VNR,SUPREFACT (1 MG/ML ),19033303,RxNorm,2024-05-13,,
Drug 41302,0,VNR,OXEZ TURBUHALER (9 MIKROGRAM/DOSIS ),35136428,RxNorm Extension,2024-05-13,,
Drug 445254,0,VNR,"HYDROKORTISON ""KARO PHARMA"" (1 % )",40049748,RxNorm,2024-05-13,,
Drug 129036,0,VNR,"DIAZEPAM ""DAK"" (5 MG )",723042,RxNorm,2024-05-13,,
Drug 79718,0,VNR,"MORFIN ""ALTERNOVA"" (10 MG )",40169894,RxNorm,2024-05-13,,
Drug 135447,0,VNR,ONYTEC (80 MG/G ),36272044,RxNorm Extension,2024-05-13,,
Drug 562997,0,VNR,"HYDROXYZINE ""ORIFARM"" (25 MG )",40222663,RxNorm,2024-05-13,,
Drug 22419,0,VNR,"LAMOTRIGIN ""1A FARMA"" (100 MG )",705108,RxNorm,2024-05-13,,
Drug 4893,0,VNR,"PAROXETIN ""1A FARMA"" (20 MG )",35604576,RxNorm,2024-05-13,,
Drug 399290,0,VNR,FIXOPOST (50 MIKROGRAM/ML+5 MG/ML ),40058182,RxNorm,2024-05-13,,
Drug 404124,0,VNR,TRIREGOL (NA ),40039762,RxNorm,2024-05-13,,
Drug 14459,0,VNR,"DICLOFENAC RETARD ""ACTAVIS"" (100 MG )",40162326,RxNorm,2024-05-13,,
Drug 417295,0,VNR,"FLUOXETIN ""MYLAN"" (20 MG )",19077463,RxNorm,2024-05-13,,
Drug 181860,0,VNR,"DULOXETIN ""PENSA"" (60 MG )",715300,RxNorm,2024-05-13,,
Drug 187558,0,VNR,XARELTO (15 MG ),40244444,RxNorm,2024-05-13,,
Drug 199737,0,VNR,DOSTINEX (05 MG ),19022177,RxNorm,2024-05-13,,
Drug 85945,0,VNR,LOCOID (1 MG/G ),40049748,RxNorm,2024-05-13,,
Drug 408986,0,VNR,"FORMOTEROLFUMARAT ""2CARE4"" (12 MIKROGRAM/DOSIS )",36892790,RxNorm Extension,2024-05-13,,
Drug 102164,0,VNR,"PRAMIPEXOLE ""ORION"" (0088 MG )",21043090,RxNorm Extension,2024-05-13,,
Drug 135275,0,VNR,"MIRTAZAPIN ""KRKA"" (45 MG )",725179,RxNorm,2024-05-13,,
Drug 26605,0,VNR,VIMPAT (100 MG ),19132847,RxNorm,2024-05-13,,
Drug 194258,0,VNR,BUSCOPAN (10 MG ),966038,RxNorm,2024-05-13,,
Drug 19987,0,VNR,"RAMIPRIL ""HEXAL"" (5 MG )",1334492,RxNorm,2024-05-13,,
Drug 130813,0,VNR,CONDYLINE (5 MG/ML ),947732,RxNorm,2024-05-13,,
Drug 569540,0,VNR,"DICLOFENAC RAPID ""ORIFARM"" (50 MG )",40162307,RxNorm,2024-05-13,,
Drug 48090,0,VNR,ZESTORETIC MITE (10+125 MG ),974199,RxNorm,2024-05-13,,
Drug 12487,0,VNR,"ALPRAZOLAM ""PCD"" (05 MG )",19072934,RxNorm,2024-05-13,,
Drug 425554,0,VNR,CLORIOCARD (75 MG ),19075601,RxNorm,2024-05-13,,
Drug 422846,0,VNR,HYDROPOL (15 + 5 + 1 MG/ML ),975125,RxNorm,2024-05-13,,
Drug 422846,0,VNR,HYDROPOL (15 + 5 + 1 MG/ML ),925952,RxNorm,2024-05-13,,
Drug 422846,0,VNR,HYDROPOL (15 + 5 + 1 MG/ML ),948582,RxNorm,2024-05-13,,
Drug 500637,0,VNR,SAROTEN RETARD (25 MG ),40162716,RxNorm,2024-05-13,,
Drug 174318,0,VNR,DOLTARD (30 MG ),1592359,RxNorm,2024-05-13,,
Drug 26582,0,VNR,VIMPAT (50 MG ),19132859,RxNorm,2024-05-13,,
Drug 24959,0,VNR,LIPITOR (20 MG ),19123592,RxNorm,2024-05-13,,
Drug 184234,0,VNR,ASACOL (1 G ),43157969,RxNorm Extension,2024-05-13,,
Drug 465443,0,VNR,VIOXX (25 MG ),19080243,RxNorm,2024-05-13,,
Drug 153437,0,VNR,VILAN (5 MG ),37493800,RxNorm Extension,2024-05-13,,
Drug 387250,0,VNR,"ESCITALOPRAM ""ACCORD"" (20 MG )",19098166,RxNorm,2024-05-13,,
Drug 8196,0,VNR,MILDISON LIPID (10 MG/G ),40049748,RxNorm,2024-05-13,,
Drug 39676,0,VNR,"MIANSERIN ""VIATRIS"" (30 MG )",19007740,RxNorm,2024-05-13,,
Drug 416503,0,VNR,"PROMETAZIN ""ORIFARM"" (25 MG )",40180065,RxNorm,2024-05-13,,
Drug 69173,0,VNR,ARAX (500 MG ),19020053,RxNorm,2024-05-13,,
Drug 20954,0,VNR,"CLARITHROMYCIN ""STADA"" (500 MG )",1750562,RxNorm,2024-05-13,,
Drug 565374,0,VNR,DIMITONE (625 MG ),19022749,RxNorm,2024-05-13,,
Drug 385343,0,VNR,"FINASTERIDE ""MEDICAL VALLEY"" (5 MG )",19077375,RxNorm,2024-05-13,,
Drug 427844,0,VNR,"ESOMEPRAZOL ""SANDOZ"" (20 MG )",904457,RxNorm,2024-05-13,,
Drug 377661,0,VNR,PNEUMOVAX (NA ),40163662,RxNorm,2024-05-13,,
Drug 475331,0,VNR,"OLANZAPIN ""SANDOZ"" (5 MG )",19079154,RxNorm,2024-05-13,,
Drug 567366,0,VNR,"DONEPEZILHYDROCHLORID ""ACTAVIS"" (10 MG )",40223768,RxNorm,2024-05-13,,
Drug 516211,0,VNR,"PREDNISON ""DAK"" (25 MG )",1551171,RxNorm,2024-05-13,,
Drug 121130,0,VNR,"TIZANIDIN ""TEVA"" (4 MG )",778479,RxNorm,2024-05-13,,
Drug 411637,0,VNR,"DIENOESTROL ""CILAG"" (05 MG )",925102,RxNorm,2024-05-13,,
Drug 44594,0,VNR,MG,40071301,RxNorm,2024-05-13,,
Drug 19969,0,VNR,"CITALOPRAM ""STADA"" (20 MG )",19023636,RxNorm,2024-05-13,,
Drug 398776,0,VNR,DIOVAN (80 MG ),19022379,RxNorm,2024-05-13,,
Drug 18121,0,VNR,SYMBICORT FORTE TURBUHALER (9+320 MIKROG./DOSIS ),35133500,RxNorm Extension,2024-05-13,,
Drug 177717,0,VNR,KETOGAN (5 + 25 MG/ML ),36855533,RxNorm Extension,2024-05-13,,
Drug 177717,0,VNR,KETOGAN (5 + 25 MG/ML ),40798904,RxNorm Extension,2024-05-13,,
Drug 433029,0,VNR,"DOXYCYKLIN ""DAK"" (100 MG )",46233710,RxNorm,2024-05-13,,
Drug 370639,0,VNR,"ZOPICLONE ""ORION"" (75 MG )",19044885,RxNorm,2024-05-13,,
Drug 500252,0,VNR,"AZITHROMYCIN ""ACTAVIS"" (500 MG )",1734134,RxNorm,2024-05-13,,
Drug 190702,0,VNR,CONFORTID (100 MG ),1178668,RxNorm,2024-05-13,,
Drug 192997,0,VNR,SELO-ZOK (100 MG ),40167200,RxNorm,2024-05-13,,
Drug 542845,0,VNR,CETIPRIN NOVUM (200 MG ),19064288,RxNorm,2024-05-13,,
Drug 164970,0,VNR,PROGYNON-DEPOT (10 MG/ML ),19077056,RxNorm,2024-05-13,,
Drug 383018,0,VNR,BAMBEC (20 MG ),19004168,RxNorm,2024-05-13,,
Drug 22867,0,VNR,"LAMOTRIGIN ""ORIFARM"" (50 MG )",705152,RxNorm,2024-05-13,,
Drug 384644,0,VNR,PROSCAR (5 MG ),19077375,RxNorm,2024-05-13,,
Drug 13423,0,VNR,"SIMVASTATIN ""SANDOZ"" (20 MG )",1539411,RxNorm,2024-05-13,,
Drug 198835,0,VNR,"TADALAFIL ""ACTAVIS"" (10 MG )",1336975,RxNorm,2024-05-13,,
Drug 410332,0,VNR,LOGIMAX (5 MG + 50 MG ),19107317,RxNorm,2024-05-13,,
Drug 430819,0,VNR,VEXOL (10 MG/ML ),977442,RxNorm,2024-05-13,,
Drug 183947,0,VNR,FLAGYL (200 MG ),1707170,RxNorm,2024-05-13,,
Drug 510488,0,VNR,ACULAR (5 MG/ML ),40164863,RxNorm,2024-05-13,,
Drug 130827,0,VNR,"GABAPENTIN ""SANDOZ"" (400 MG )",19077549,RxNorm,2024-05-13,,
Drug 28738,0,VNR,ESTRADERM (50 MIKG/24 TIMER ),40221070,RxNorm,2024-05-13,,
Drug 496554,0,VNR,TRANDATE (100 MG ),40169683,RxNorm,2024-05-13,,
Drug 408773,0,VNR,DIPRODERM (005% ),40019149,RxNorm,2024-05-13,,
Drug 545977,0,VNR,"PREGABALIN ""SANDOZ"" (75 MG )",19112671,RxNorm,2024-05-13,,
Drug 465534,0,VNR,VIOXX (25 MG ),19080243,RxNorm,2024-05-13,,
Drug 15887,0,VNR,"RAMIPRIL ""1A FARMA"" (25 MG )",1334461,RxNorm,2024-05-13,,
Drug 79261,0,VNR,MIKTOSAN (04 MG ),587557,RxNorm Extension,2024-05-13,,
Drug 164486,0,VNR,LOCOID CRELO (01% ),975125,RxNorm,2024-05-13,,
Drug 486282,0,VNR,CALCICHEW-D3 FORTE (500 MG+10 MIKROGRAM ),40019683,RxNorm,2024-05-13,,
Drug 145813,0,VNR,SEMAP (20 MG ),19028045,RxNorm,2024-05-13,,
Drug 28025,0,VNR,GALVUS (50 MG ),19129179,RxNorm,2024-05-13,,
Drug 168716,0,VNR,TEGRETOL RETARD (200 MG ),740302,RxNorm,2024-05-13,,
Drug 550731,0,VNR,PANODIL JUNIOR (125 MG ),19072157,RxNorm,2024-05-13,,
Drug 478074,0,VNR,"METFORMIN ""ORIFARM"" (500 MG )",40164929,RxNorm,2024-05-13,,
Drug 500423,0,VNR,"FLUCLOXACILLIN ""ORION"" (500 MG )",19021109,RxNorm,2024-05-13,,
Drug 465714,0,VNR,"OLANZAPIN ""SANDOZ"" (10 MG )",785821,RxNorm,2024-05-13,,
Drug 461889,0,VNR,ZYRTEC (10 MG ),40228214,RxNorm,2024-05-13,,
Drug 169771,0,VNR,PACINOL PROLONGATUM (1 MG ),40166640,RxNorm,2024-05-13,,
Drug 54605,0,VNR,AERIUS (5 MG ),19096758,RxNorm,2024-05-13,,
Drug 9938,0,VNR,SYMBICORT TURBOHALER (45+160 MIKROG/DOSIS ),35133500,RxNorm Extension,2024-05-13,,
Drug 116178,0,VNR,ILIADIN (05 MG/ML ),40225156,RxNorm,2024-05-13,,
Drug 143396,0,VNR,IRGAMID (15% ),41017236,RxNorm Extension,2024-05-13,,
Drug 15644,0,VNR,FLIXOTIDE (500 MIKG ),36409026,RxNorm Extension,2024-05-13,,
Drug 135772,0,VNR,AEROBEC (50 MIKROGRAM/DOSIS ),43036496,RxNorm Extension,2024-05-13,,
Drug 455993,0,VNR,SANOPAZ (40 MG ),19080217,RxNorm,2024-05-13,,
Drug 9649,0,VNR,PROTOPIC (01% ),40090867,RxNorm,2024-05-13,,
Drug 497713,0,VNR,PRIMVE (50 MG/ML ),19133858,RxNorm,2024-05-13,,
Drug 473243,0,VNR,"ATOVAQUONE/PROGUANIL ""RATIOPHARM"" (250+100 MG )",40166165,RxNorm,2024-05-13,,
Drug 12035,0,VNR,"FLUCONAZOL ""GEDEON RICHTER"" (150 MG )",1754999,RxNorm,2024-05-13,,
Drug 548643,0,VNR,"ZOLPIDEM ""VIATRIS"" (10 MG )",40163492,RxNorm,2024-05-13,,
Drug 1225,0,VNR,ZARATOR (80 MG ),1545959,RxNorm,2024-05-13,,
Drug 20565,0,VNR,AVODART (05 MG ),989485,RxNorm,2024-05-13,,
Drug 425005,0,VNR,"CLOZAPIN ""HEXAL"" (25 MG )",800892,RxNorm,2024-05-13,,
Drug 469510,0,VNR,STILNOX (10 MG ),40163492,RxNorm,2024-05-13,,
Drug 523917,0,VNR,"IBUPROFEN ""ARISTO"" (600 MG )",19019073,RxNorm,2024-05-13,,
Drug 80937,0,VNR,MUCOMYST (200 MG ),43187936,RxNorm Extension,2024-05-13,,
Drug 172269,0,VNR,"LEVETIRACETAM ""STADA"" (500 MG )",711589,RxNorm,2024-05-13,,
Drug 79787,0,VNR,"RAMIPRIL ""STADA"" (25 MG )",1334461,RxNorm,2024-05-13,,
Drug 476192,0,VNR,ELDEPRYL (10 MG ),40166521,RxNorm,2024-05-13,,
Drug 374203,0,VNR,DIPROLEN (05 MG/G ),40019127,RxNorm,2024-05-13,,
Drug 155531,0,VNR,BRUFEN (600 MG ),19019073,RxNorm,2024-05-13,,
Drug 504244,0,VNR,IMADRAX (750 MG ),19061770,RxNorm,2024-05-13,,
Drug 27946,0,VNR,FRUSAMIL (40 + 5 MG ),40177825,RxNorm,2024-05-13,,
Drug 22868,0,VNR,"LAMOTRIGIN ""ORIFARM"" (200 MG )",705110,RxNorm,2024-05-13,,
Drug 17701,0,VNR,"FLUCONAZOL ""KRKA"" (150 MG )",1754999,RxNorm,2024-05-13,,
Drug 98435,0,VNR,"GABAPENTIN ""2CARE4"" (600 MG )",19077550,RxNorm,2024-05-13,,
Drug 181351,0,VNR,DOLTARD (30 MG ),1592359,RxNorm,2024-05-13,,
Drug 447004,0,VNR,"EZETIMIB ""MYLAN"" (10 MG )",1526476,RxNorm,2024-05-13,,
Drug 475284,0,VNR,ALPROX (05 MG ),19072934,RxNorm,2024-05-13,,
Drug 522139,0,VNR,"ALENDRONAT ""AMNEAL"" (70 MG )",40173612,RxNorm,2024-05-13,,
Drug 28157,0,VNR,LYRICA (150 MG ),19112670,RxNorm,2024-05-13,,
Drug 119843,0,VNR,"LAMOTRIGIN ""ORIFARM"" (200 MG )",705110,RxNorm,2024-05-13,,
Drug 22738,0,VNR,INEXIUM (40 MG ),904458,RxNorm,2024-05-13,,
Drug 450056,0,VNR,"PETIDIN ""DAK"" (25 MG )",19001091,RxNorm,2024-05-13,,
Drug 75762,0,VNR,MIGEA (200 MG ),19016770,RxNorm,2024-05-13,,
Drug 10639,0,VNR,CITAMED (20 MG ),19023636,RxNorm,2024-05-13,,
Drug 394880,0,VNR,LYRICA (75 MG ),19112671,RxNorm,2024-05-13,,
Drug 61079,0,VNR,"MIRTAZAPIN ""TEVA"" (30 MG )",19070748,RxNorm,2024-05-13,,
Drug 137796,0,VNR,"BACLOFEN ""MEDICAL VALLEY"" (10 MG )",715235,RxNorm,2024-05-13,,
Drug 15847,0,VNR,APROVEL (300 MG ),19022949,RxNorm,2024-05-13,,
Drug 90100,0,VNR,SPARKAL MITE (25 + 25 MG ),40177822,RxNorm,2024-05-13,,
Drug 466117,0,VNR,ATROVENT NASAL (21 MIKROGRAM/DOSIS ),36069177,RxNorm Extension,2024-05-13,,
Drug 470271,0,VNR,DUOVENT HFA (50+20 MIKROG./PUST ),43167453,RxNorm Extension,2024-05-13,,
Drug 391054,0,VNR,"LANSOPRAZOL ""MEDICAL VALLEY"" (30 MG )",929889,RxNorm,2024-05-13,,
Drug 96324,0,VNR,ASASANTIN RETARD (200 + 25 MG ),1718409,RxNorm,2024-05-13,,
Drug 32055,0,VNR,AMLOPHARM (5 MG ),1332419,RxNorm,2024-05-13,,
Drug 169695,0,VNR,"LOSARTANKALIUM ""ORIFARM"" (100 MG )",40185276,RxNorm,2024-05-13,,
Drug 76844,0,VNR,NA,42958980,RxNorm Extension,2024-05-13,,
Drug 29021,0,VNR,"AMLODIPIN ""SANDOZ"" (10 MG )",19073093,RxNorm,2024-05-13,,
Drug 140178,0,VNR,AKARIN (20 MG ),19023636,RxNorm,2024-05-13,,
Drug 27942,0,VNR,"VENLAFAXIN ""SANDOZ"" (75 MG )",19103819,RxNorm,2024-05-13,,
Drug 572198,0,VNR,GLUCOPHAGE (500 MG ),40164929,RxNorm,2024-05-13,,
Drug 375778,0,VNR,"ESOMEPRAZOL ""MYLAN"" (20 MG )",19123103,RxNorm,2024-05-13,,
Drug 525,0,VNR,TENORETIC MITE (50+125 MG ),1395059,RxNorm,2024-05-13,,
Drug 92023,0,VNR,PONDOCILLIN (500 MG ),19006427,RxNorm,2024-05-13,,
Drug 388777,0,VNR,BRENOSPOR (2% ),40063807,RxNorm,2024-05-13,,
Drug 7029,0,VNR,VANDRAL RETARD (150 MG ),19103820,RxNorm,2024-05-13,,
Drug 408983,0,VNR,OXYLAN DEPOT (10 MG ),1718702,RxNorm,2024-05-13,,
Drug 149240,0,VNR,GAVISCON (NA ),985247,RxNorm,2024-05-13,,
Drug 149240,0,VNR,GAVISCON (NA ),19035704,RxNorm,2024-05-13,,
Drug 149240,0,VNR,GAVISCON (NA ),19030059,RxNorm,2024-05-13,,
Drug 149240,0,VNR,GAVISCON (NA ),939506,RxNorm,2024-05-13,,
Drug 116141,0,VNR,"LANSOPRAZOL ""TEVA"" (30 MG )",929889,RxNorm,2024-05-13,,
Drug 415117,0,VNR,PAMOL (500 MG ),19020053,RxNorm,2024-05-13,,
Drug 446119,0,VNR,FINAIL (5 % ),21123760,RxNorm Extension,2024-05-13,,
Drug 43615,0,VNR,"METOPROLOLSUCCINAT ""ALTERNOVA"" (50 MG )",40167216,RxNorm,2024-05-13,,
Drug 546200,0,VNR,NIZAX (150 MG ),19079088,RxNorm,2024-05-13,,
Drug 78691,0,VNR,METROGEL (075% ),40062641,RxNorm,2024-05-13,,
Drug 394874,0,VNR,LAMICTAL (50 MG ),43643535,RxNorm Extension,2024-05-13,,
Drug 75366,0,VNR,VERALOC (120 MG ),40171852,RxNorm,2024-05-13,,
Drug 16323,0,VNR,LYRICA (300 MG ),734392,RxNorm,2024-05-13,,
Drug 28433,0,VNR,VESICARE (10 MG ),916008,RxNorm,2024-05-13,,
Drug 102787,0,VNR,MALFIN (60 MG ),1592362,RxNorm,2024-05-13,,
Drug 134338,0,VNR,KLACID (50 MG/ML ),43179696,RxNorm Extension,2024-05-13,,
Drug 113780,0,VNR,"ENALAPRIL ""ORION"" (20 MG )",40165773,RxNorm,2024-05-13,,
Drug 165176,0,VNR,PHENERGAN (25 MG ),40180065,RxNorm,2024-05-13,,
Drug 66015,0,VNR,"CIPROFLOXACIN ""KRKA"" (500 MG )",19075380,RxNorm,2024-05-13,,
Drug 72528,0,VNR,"DICLOFENACNATRIUM ""2CARE4"" RETARD (75 MG )",40162362,RxNorm,2024-05-13,,
Drug 373514,0,VNR,PANCILLIN (1 MILL. IE ),40067083,RxNorm,2024-05-13,,
Drug 598021,0,VNR,DIAMOX (250 MG ),19018781,RxNorm,2024-05-13,,
Drug 580738,0,VNR,PERMAX (025 MG ),19079242,RxNorm,2024-05-13,,
Drug 40778,0,VNR,CIALIS (20 MG ),1511304,RxNorm,2024-05-13,,
Drug 370315,0,VNR,QUESTRAN (4 G ),36249629,RxNorm,2024-05-13,,
Drug 532249,0,VNR,EUCREAS (50+1000 MG ),21169719,RxNorm Extension,2024-05-13,,
Drug 182626,0,VNR,DIPROLEN (05 MG/G ),40019127,RxNorm,2024-05-13,,
Drug 10637,0,VNR,VENTOLINE (02 MG I VENTODISKS ),19072359,RxNorm,2024-05-13,,
Drug 528761,0,VNR,"MOXONIDIN ""TEVA"" (04 MG )",19063072,RxNorm,2024-05-13,,
Drug 567259,0,VNR,"GLIMEPIRID ""BLUEFISH"" (2 MG )",1597772,RxNorm,2024-05-13,,
Drug 592153,0,VNR,OVITRELLE (250 MIKROGRAM ),44123627,RxNorm Extension,2024-05-13,,
Drug 120923,0,VNR,ATENOR (50 MG ),1314008,RxNorm,2024-05-13,,
Drug 162628,0,VNR,RONTYL MED KALIUMKLORID (NA ),0,,,,
Drug 162628,0,VNR,RONTYL MED KALIUMKLORID (NA ),19049105,RxNorm,2024-05-13,,
Drug 92887,0,VNR,"SULFAMETIZOL ""ACTAVIS"" (500 MG )",19019820,RxNorm,2024-05-13,,
Drug 45860,0,VNR,FUCICORT LIPID (1+20 MG/G ),40131262,RxNorm,2024-05-13,,
Drug 97588,0,VNR,TEMESTA (1 MG ),19019113,RxNorm,2024-05-13,,
Drug 199018,0,VNR,ADURIX (20 MG ),19106362,RxNorm,2024-05-13,,
Drug 541202,0,VNR,"CLOBETASOLPROPIONAT ""TEVA"" (05 MG/G )",40109001,RxNorm,2024-05-13,,
Drug 518450,0,VNR,KYLEENA (195 MG ),2918989,RxNorm Extension,2024-05-13,,
Drug 479766,0,VNR,TRILEPTAL (600 MG ),718129,RxNorm,2024-05-13,,
Drug 183101,0,VNR,"VALACICLOVIR ""ORION"" (500 MG )",1717708,RxNorm,2024-05-13,,
Drug 195389,0,VNR,DEPO-MEDROL (40 MG/ML ),42902110,RxNorm,2024-05-13,,
Drug 98050,0,VNR,AMLARROW (10 MG ),19073093,RxNorm,2024-05-13,,
Drug 71286,0,VNR,PEVISON (10+1 MG/G ),40035438,RxNorm,2024-05-13,,
Drug 95805,0,VNR,"AMOXICILLIN ""MYLAN"" (750 MG )",19061770,RxNorm,2024-05-13,,
Drug 92616,0,VNR,DYMISTA (137+50 MIKROG/DOSIS ),21109261,RxNorm Extension,2024-05-13,,
Drug 156109,0,VNR,"PILOKARPIN ""OPHTHA"" (2% )",40076463,RxNorm,2024-05-13,,
Drug 92851,0,VNR,LEVEMIR FLEXPEN (100 E/ML ),1516978,RxNorm,2024-05-13,,
Drug 474527,0,VNR,JANUMET (50 MG/1000 MG ),40866380,RxNorm Extension,2024-05-13,,
Drug 500751,0,VNR,CONFORTID (50 MG ),1178666,RxNorm,2024-05-13,,
Drug 371583,0,VNR,KLYX (1 + 250 MG/ML ),2936520,RxNorm Extension,2024-05-13,,
Drug 83899,0,VNR,KESTINE (10 MG ),19064800,RxNorm,2024-05-13,,
Drug 521120,0,VNR,"VISKØSE ØJENDRÅBER ""OPHTHA"" (35 MG/ML )",792648,RxNorm,2024-05-13,,
Drug 571984,0,VNR,DIPROSALIC (05+20 MG/G ),21128884,RxNorm Extension,2024-05-13,,
Drug 468833,0,VNR,"FLUOXETIN ""1A FARMA"" (20 MG )",19077463,RxNorm,2024-05-13,,
Drug 21899,0,VNR,CYKLOKAPRON (500 MG ),19004047,RxNorm,2024-05-13,,
Drug 72507,0,VNR,LOSAZID (50+125 MG ),40184187,RxNorm,2024-05-13,,
Drug 554782,0,VNR,FLUNIPAM (1 MG ),19004299,RxNorm,2024-05-13,,
Drug 90146,0,VNR,"TERBINAFIN ""ACTAVIS"" (250 MG )",1741402,RxNorm,2024-05-13,,
Drug 3860,0,VNR,ZYPREXA (25 MG ),19022782,RxNorm,2024-05-13,,
Drug 559089,0,VNR,INNOVAIR (200+6 MIKROG./DOSIS ),21090035,RxNorm Extension,2024-05-13,,
Drug 10706,0,VNR,LUMIGAN (03 MG/ML ),19074220,RxNorm,2024-05-13,,
Drug 23726,0,VNR,"SIMVASTATIN ""KRKA"" (40 MG )",1539407,RxNorm,2024-05-13,,
Drug 549659,0,VNR,SONATA (10 MG ),720730,RxNorm,2024-05-13,,
Drug 70046,0,VNR,"OLANZAPIN ""SANDOZ"" (25 MG )",19022782,RxNorm,2024-05-13,,
Drug 20529,0,VNR,FURIX (500 MG ),19022069,RxNorm,2024-05-13,,
Drug 1324,0,VNR,TEVETEN (600 MG ),19076924,RxNorm,2024-05-13,,
Drug 439000,0,VNR,CIPREX (20 MG ),19023636,RxNorm,2024-05-13,,
Drug 23986,0,VNR,DOKTACILLIN (125 MG ),1717511,RxNorm,2024-05-13,,
Drug 66508,0,VNR,MOVINELLA (3 MG+30 MIKROGRAM ),19071361,RxNorm,2024-05-13,,
Drug 12431,0,VNR,DUOVENT (125 + 05 MG/BEHOL. ),36811735,RxNorm Extension,2024-05-13,,
Drug 464170,0,VNR,TREO CITRUS (500+50 MG ),43159704,RxNorm Extension,2024-05-13,,
Drug 454196,0,VNR,"ATORVASTATIN ""RIVOPHARM"" (10 MG )",1545997,RxNorm,2024-05-13,,
Drug 469817,0,VNR,NOBLIGAN RETARD (200 MG ),792582,RxNorm,2024-05-13,,
Drug 397589,0,VNR,FLIXONASE (1 MG/ML ),40058407,RxNorm,2024-05-13,,
Drug 23710,0,VNR,"ENALAPRIL ""KRKA"" (10 MG )",40165762,RxNorm,2024-05-13,,
Drug 180448,0,VNR,TEGRETOL RETARD (400 MG ),19021711,RxNorm,2024-05-13,,
Drug 384610,0,VNR,LAMISIL (250 MG ),1741402,RxNorm,2024-05-13,,
Drug 535963,0,VNR,RIVOTRIL (2 MG ),798877,RxNorm,2024-05-13,,
Drug 159103,0,VNR,MEDROL (4 MG ),1506426,RxNorm,2024-05-13,,
Drug 59803,0,VNR,ADALAT OROS (30 MG ),1719007,RxNorm,2024-05-13,,
Drug 22721,0,VNR,INEXIUM (40 MG ),904458,RxNorm,2024-05-13,,
Drug 27797,0,VNR,ACIPEN SOLUTAB (400 MG ),44164860,RxNorm Extension,2024-05-13,,
Drug 539361,0,VNR,MAXALT (10 MG ),19080242,RxNorm,2024-05-13,,
Drug 163073,0,VNR,BURINEX (1 MG ),932749,RxNorm,2024-05-13,,
Drug 78515,0,VNR,HYTACAND (16 + 125 MG ),974702,RxNorm,2024-05-13,,
Drug 445556,0,VNR,"CITALOPRAM ""ORION"" (40 MG )",19075394,RxNorm,2024-05-13,,
Drug 163147,0,VNR,RISOLID (10 MG ),40173809,RxNorm,2024-05-13,,
Drug 475459,0,VNR,ELOCOM (01% ),40132039,RxNorm,2024-05-13,,
Drug 4903,0,VNR,ZYPREXA (10 MG ),785821,RxNorm,2024-05-13,,
Drug 483901,0,VNR,VICTOZA (6 MG/ML ),44123182,RxNorm Extension,2024-05-13,,
Drug 125607,0,VNR,"FLUCONAZOL ""BLUEFISH"" (150 MG )",1754999,RxNorm,2024-05-13,,
Drug 570440,0,VNR,DICLON (75 MG ),40162362,RxNorm,2024-05-13,,
Drug 38646,0,VNR,MOTILIUM (30 MG ),19004940,RxNorm,2024-05-13,,
Drug 15378,0,VNR,"CITALOPRAM ""ACTAVIS"" (20 MG )",19023636,RxNorm,2024-05-13,,
Drug 177931,0,VNR,KENALOG (01% ),0,,,,
Drug 30353,0,VNR,CIPRAMIL (20 MG ),19023636,RxNorm,2024-05-13,,
Drug 173700,0,VNR,LOCOID (01% ),40049748,RxNorm,2024-05-13,,
Drug 176875,0,VNR,LARGACTIL (25 MG ),40179680,RxNorm,2024-05-13,,
Drug 18669,0,VNR,SYMBICORT FORTE TURBOHALER (9+320 MIKROG./DOSIS ),35133500,RxNorm Extension,2024-05-13,,
Drug 490667,0,VNR,"HYDROKORTISON ""DAK"" (20 MG )",975169,RxNorm,2024-05-13,,
Drug 160108,0,VNR,CIALIS (20 MG ),1511304,RxNorm,2024-05-13,,
Drug 495218,0,VNR,APROVEL (300 MG ),19022949,RxNorm,2024-05-13,,
Drug 426318,0,VNR,SEEBRI BREEZHALER (44 MIKROGRAM ),43292584,RxNorm Extension,2024-05-13,,
Drug 558361,0,VNR,ESTROGEL (06 MG/G ),40037560,RxNorm,2024-05-13,,
Drug 24380,0,VNR,ORGAMETRIL (5 MG ),19107513,RxNorm,2024-05-13,,
