sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:full_add_eng,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
J07BB0232130972947,Influvactetra Influvactetra,292,,1 * 0.5 ml. Adults and children from 6 months injection; susp. in syringe,0.42,APPROVED,INEXACT,Tomer Sagi,1731057178439,36782734,Influenza A virus / Influenza B virus Injectable Suspension [INFLUVAC],Drug,MAPS_TO,Assuming this is influvac. No specific strain info,Tomer Sagi,1731057177092,
J07AH0932125594970,Meningococcus B; recombinant Trumenba,398,,,0.40,APPROVED,NARROWER,Tomer Sagi,1731064336363,45775643,meningococcal group B vaccine Prefilled Syringe [Trumenba],Drug,MAPS_TO,No dosage information,Tomer Sagi,1731064326956,
J07BE010,Fresyge monovalent,89,,solution for injection; susp. in syringe,0.36,APPROVED,EQUAL,Tomer Sagi,1731052213589,36419201,Mumps Vaccine Injectable Solution [Mumps],Drug,MAPS_TO,No dosage information,Tomer Sagi,1731052211381,
J07BB0232117338544,Influenza; purified antigen Preflucel,7,,solution for injection; susp. in syringe,0.40,APPROVED,EQUAL,Tomer Sagi,1731570715975,43774137,0.5 ML influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [Preflucel],Drug,MAPS_TO,Branded,Tomer Sagi,1731570713320,
J07CA0932119160184,Di-Te-Ki-Pol-Hib-HepB Infanrix Hexa,23000,,,0.31,APPROVED,EQUAL,Tomer Sagi,1731570961953,43292052,"0.5 ML acellular pertussis vaccine, inactivated 0.032 MG/ML / Bordetella pertussis 0.025 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.01 MG/ML / ... Injection [Infanrix Hexa]",Drug,MAPS_TO,Branded,Tomer Sagi,1731570961172,
J07AL0132117338516,Pneumococcal polysaccharide 23 valent Pneumo Novum,33,,1 * 0.5 ml adults and children from 2 years of age injection solution; susp. in syringe,0.50,APPROVED,EQUIVALENT,Tomer Sagi,1731494253245,45775996,0.5 ML Streptococcus pneumoniae type 1 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 10A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 11A capsular polysaccharide antigen 0.05 MG/ML / Streptococ...,Drug,MAPS_TO,Brand Penumo Novum does not exist in OMOP,Tomer Sagi,1731494249628,
J07BA0132117338534,Tick ??borne encephalitis TicoVac Junior,11174,,solution for injection; susp. in syringe,0.31,APPROVED,EQUAL,Tomer Sagi,1731508869659,36064699,Tick-borne encephalitis virus inactivated Injectable Suspension [TicoVac],Drug,MAPS_TO,No age information,<auto>,1730992845393,
J07AP0132117338501,Typhoid oral live weakened Vivotif,38764,,oral; capsule,0.46,APPROVED,EQUAL,Tomer Sagi,1731571069432,41237083,Typhoid Vaccine Live Ty21a Oral Capsule [Vivotif],Drug,MAPS_TO,No dosage information,<auto>,1730992846040,
J07BE0132114342307,Fresyge monovalent Mumpsvax,5,,solution for injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731052223187,36419201,Mumps Vaccine Injectable Solution [Mumps],Drug,MAPS_TO,No dosage information,Tomer Sagi,1731052219482,
J07AH090,Meningococcus B; recombinant,284,,,0.28,APPROVED,EQUAL,Tomer Sagi,1731318298238,36405729,meningococcal group B vaccine Injectable Solution,Drug,MAPS_TO,No brand info,Tomer Sagi,1731318290270,
J07BB0232130972947,Influvactetra Influvactetra,27,,1* 0.5 ml solution for injection; susp. in syringe,0.42,APPROVED,INEXACT,Tomer Sagi,1731057182672,36782734,Influenza A virus / Influenza B virus Injectable Suspension [INFLUVAC],Drug,MAPS_TO,Assuming this is influvac. No specific strain info,Tomer Sagi,1731057182022,
J07CA0932136681347,Di-Te-Ki-Pol-Hib-HepB Vaxelis,679,,,0.21,APPROVED,EQUIVALENT,Tomer Sagi,1731019855519,36921710,"diphtheria antitoxin / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / hepatitis B surface antigen vaccine / pertussis vaccine / ... Injectable Suspension [Vaxelis]",Drug,MAPS_TO,Vaxelis does not contain polio or does not contain the rest: https://www.ema.europa.eu/en/medicines/human/EPAR/vaxelis ,Tomer Sagi,1731019688190,
J07CA0932136681347,Di-Te-Ki-Pol-Hib-HepB Vaxelis,679,,,0.21,APPROVED,EQUIVALENT,Tomer Sagi,1731019855519,44168378,"diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / ... Prefilled Syringe [Vaxelis]",Drug,MAPS_TO,Vaxelis does not contain polio or does not contain the rest: https://www.ema.europa.eu/en/medicines/human/EPAR/vaxelis ,Tomer Sagi,1731019809791,
J07BB0232128246776,Influenza; purified antigen Vaxigriptetra,16,,1 * 0.5 ml. Adults and children from 6 months injection solution; susp. in syringe,0.51,APPROVED,INEXACT,Tomer Sagi,1731055728981,43715223,"influenza A virus (H1N1) antigen / Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus / influenza B virus antigen Injectable Suspension [VAXIGRIP]",Drug,MAPS_TO,no exact strain information,Tomer Sagi,1731055724805,
J07BA0132117338534,Tick ??borne encephalitis TicoVac Junior 0;25 ml,476,,solution for injection; susp. in syringe,0.26,APPROVED,EQUAL,Tomer Sagi,1731508898141,36064699,Tick-borne encephalitis virus inactivated Injectable Suspension [TicoVac],Drug,MAPS_TO,No age information,<auto>,1730992850551,
J07AL0232114342310,Pneumococcal vaccination conjugate (PCV) Prevenar 13,182211,,solution for injection; susp. in syringe,0.35,APPROVED,EQUAL,Tomer Sagi,1731571251260,36281217,0.5 ML Pneumococcal Purified Capsular Polysaccharides 0.0616 MG/ML Injectable Suspension [Prevenar 13],Drug,MAPS_TO,Branded,Tomer Sagi,1731571249947,
J07BF010,Polio oral monovalent,1217,,oral; susp.,0.26,APPROVED,NARROWER,Tomer Sagi,1731318734032,21148591,"poliovirus vaccine inactivated, type 1 (Mahoney) Oral Solution",Drug,MAPS_TO,Type unspecified in original code,Tomer Sagi,1731318713094,
J07AP0132117338501,Typhoid oral live weakened Vivotif,4812,,1 * 1 dose Adults and children from 5 years oral; capsule,0.46,APPROVED,EQUAL,Tomer Sagi,1731571330059,41237083,Typhoid Vaccine Live Ty21a Oral Capsule [Vivotif],Drug,MAPS_TO,No dosage information,<auto>,1730992850840,
J07BB0232128246776,Vaxigrip tetra Vaxigriptetra,1557480,,1 * 0.5 ml. Adults and children from 6 months injection; susp. in syringe,0.41,APPROVED,EQUAL,Tomer Sagi,1731571456518,43864461,0.5 ML influenza A virus (H1N1) antigen 0.03 MG/ML Injectable Suspension [VAXIGRIP],Drug,MAPS_TO,Branded,Tomer Sagi,1731571455820,
J07BB0232131644347,Influenza; purified antigen Flucelvax Tetra,2573,,1 * 0.5 ml. Adults and children from 9 years. Injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731055078907,46276052,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax 2015-2016],Drug,MAPS_TO,match appropriate year by actual drug exposure data,<auto>,1730992851709,
J07BB0232131644347,Influenza; purified antigen Flucelvax Tetra,2573,,1 * 0.5 ml. Adults and children from 9 years. Injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731055078907,40220719,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax Quadrivalent 2016-2017],Drug,MAPS_TO,match appropriate year by actual drug exposure data,Tomer Sagi,1731055047105,
J07BB0232131644347,Influenza; purified antigen Flucelvax Tetra,2573,,1 * 0.5 ml. Adults and children from 9 years. Injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731055078907,1593688,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax Quadrivalent 2017-2018],Drug,MAPS_TO,match appropriate year by actual drug exposure data,Tomer Sagi,1731055049768,
J07BB0232131644347,Influenza; purified antigen Flucelvax Tetra,2573,,1 * 0.5 ml. Adults and children from 9 years. Injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731055078907,35200344,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax Quadrivalent 2018-2019],Drug,MAPS_TO,match appropriate year by actual drug exposure data,Tomer Sagi,1731055057326,
J07BB0232131644347,Influenza; purified antigen Flucelvax Tetra,2573,,1 * 0.5 ml. Adults and children from 9 years. Injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731055078907,1361320,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax Quadrivalent 2019-2020],Drug,MAPS_TO,match appropriate year by actual drug exposure data,Tomer Sagi,1731055060349,
J07BB0232131644347,Influenza; purified antigen Flucelvax Tetra,2573,,1 * 0.5 ml. Adults and children from 9 years. Injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731055078907,1146497,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax Quadrivalent 2020-2021],Drug,MAPS_TO,match appropriate year by actual drug exposure data,Tomer Sagi,1731055062562,
J07BB0232131644347,Influenza; purified antigen Flucelvax Tetra,2573,,1 * 0.5 ml. Adults and children from 9 years. Injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731055078907,1758618,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax Quadrivalent 2021-2022],Drug,MAPS_TO,match appropriate year by actual drug exposure data,Tomer Sagi,1731055064895,
J07BB0232131644347,Influenza; purified antigen Flucelvax Tetra,2573,,1 * 0.5 ml. Adults and children from 9 years. Injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731055078907,780129,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax Quadrivalent 2022-2023],Drug,MAPS_TO,match appropriate year by actual drug exposure data,Tomer Sagi,1731055067630,
J07BB0232131644347,Influenza; purified antigen Flucelvax Tetra,2573,,1 * 0.5 ml. Adults and children from 9 years. Injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731055078907,746051,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax Quadrivalent 2023-2024],Drug,MAPS_TO,match appropriate year by actual drug exposure data,Tomer Sagi,1731055070797,
J07AH0432114342304,Meningococcal group ACWY polysaccharide Menveo ACWY,108,,1 * 0.5ml. Children from 1 year and adults. solution for injection; susp. in syringe,0.61,APPROVED,EQUAL,Tomer Sagi,1731059445783,35766293,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Injectable Solution [Menveo],Drug,MAPS_TO,No dosage information,Tomer Sagi,1731059443861,
J07AG530,Hmophilus influenza type B combined with Meningococcus group C,956,,solution for injection; susp. in syringe,0.44,APPROVED,EQUIVALENT,Tomer Sagi,1731053609663,40731786,Haemophilus B Conjugate Vaccine / meningococcal group C polysaccharide Injectable Solution [Menitorix],Drug,MAPS_TO,No brand information,Tomer Sagi,1731053607757,
J07AP010,Typhoid oral live weakened,513,,oral; capsule,0.33,APPROVED,EQUAL,Tomer Sagi,1731571726026,40862416,Typhoid Vaccine Live Ty21a Oral Capsule [Typhoral L],Drug,MAPS_TO,No dosage information,<auto>,1730992855020,
J07AM0132117338505,"Tetanus Tetanusvaccine ""SSI""",3022,,solution for injection; susp. in syringe,0.21,APPROVED,EQUAL,Tomer Sagi,1731571815549,43219813,0.5 ML tetanus toxin 80 UNT/ML Injectable Suspension [VACCIN TETANIQUE PASTEUR],Drug,MAPS_TO,Branded,Tomer Sagi,1731571814543,
J07BF020,oral trivalent polio (OPV),1033905,,oral; susp.,0.17,APPROVED,EQUAL,Tomer Sagi,1731318173247,44042753,"poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) Oral Solution",Drug,MAPS_TO,No brand information,Tomer Sagi,1731317872212,
J07BA0132117338534,Tick ??borne encephalitis TicoVac Junior,19,,1 * 0.5 ml. Adults and children from 16 years. injection solution; susp. in syringe,0.31,APPROVED,EQUAL,Tomer Sagi,1731508927700,36064699,Tick-borne encephalitis virus inactivated Injectable Suspension [TicoVac],Drug,MAPS_TO,No age information,<auto>,1730992855808,
J07BB0232131644347,Influenza; purified antigen Flucelvax Tetra,2570,,solution for injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731055113783,46276052,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax 2015-2016],Drug,MAPS_TO,match appropriate year by actual drug exposure data,<auto>,1730992856702,
J07BB0232131644347,Influenza; purified antigen Flucelvax Tetra,2570,,solution for injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731055113783,40220719,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax Quadrivalent 2016-2017],Drug,MAPS_TO,match appropriate year by actual drug exposure data,Tomer Sagi,1731055086560,
J07BB0232131644347,Influenza; purified antigen Flucelvax Tetra,2570,,solution for injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731055113783,1593688,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax Quadrivalent 2017-2018],Drug,MAPS_TO,match appropriate year by actual drug exposure data,Tomer Sagi,1731055088926,
J07BB0232131644347,Influenza; purified antigen Flucelvax Tetra,2570,,solution for injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731055113783,35200344,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax Quadrivalent 2018-2019],Drug,MAPS_TO,match appropriate year by actual drug exposure data,Tomer Sagi,1731055091761,
J07BB0232131644347,Influenza; purified antigen Flucelvax Tetra,2570,,solution for injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731055113783,1361320,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax Quadrivalent 2019-2020],Drug,MAPS_TO,match appropriate year by actual drug exposure data,Tomer Sagi,1731055094567,
J07BB0232131644347,Influenza; purified antigen Flucelvax Tetra,2570,,solution for injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731055113783,1146497,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax Quadrivalent 2020-2021],Drug,MAPS_TO,match appropriate year by actual drug exposure data,Tomer Sagi,1731055097728,
J07BB0232131644347,Influenza; purified antigen Flucelvax Tetra,2570,,solution for injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731055113783,1758618,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax Quadrivalent 2021-2022],Drug,MAPS_TO,match appropriate year by actual drug exposure data,Tomer Sagi,1731055100138,
J07BB0232131644347,Influenza; purified antigen Flucelvax Tetra,2570,,solution for injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731055113783,780129,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax Quadrivalent 2022-2023],Drug,MAPS_TO,match appropriate year by actual drug exposure data,Tomer Sagi,1731055102710,
J07BB0232131644347,Influenza; purified antigen Flucelvax Tetra,2570,,solution for injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731055113783,746051,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax Quadrivalent 2023-2024],Drug,MAPS_TO,match appropriate year by actual drug exposure data,Tomer Sagi,1731055105814,
J07BB0232128246776,Influenza purified antigen Vaxigriptetra,1204961,,1 * 0.5 ml. Adults and children from 6 months injection; susp. in syringe,0.56,APPROVED,INEXACT,Tomer Sagi,1731056028236,36782735,Influenza A virus / Influenza B virus Injectable Suspension [VAXIGRIP],Drug,MAPS_TO,"Assuming this is Vaxigrip, no specific strain info",Tomer Sagi,1731056027397,
J07AH010,Meningococcus type A,238,,solution for injection; susp. in syringe,0.33,APPROVED,EQUAL,Tomer Sagi,1731064319728,40055545,meningococcal group A polysaccharide Injectable Solution,Drug,MAPS_TO,No brand information,Tomer Sagi,1731064319149,
J07AH050,Meningococcal group A and C; polysaccharide,106,,solution for injection; susp. in syringe,0.70,APPROVED,EQUAL,Tomer Sagi,1731059157818,21050925,meningococcal group A polysaccharide / meningococcal group C polysaccharide Injection [AC Vax],Drug,MAPS_TO,No brand info,<auto>,1730992857072,
J07AP01191333,Typhoid oral live weakened vivotif,10,,oral; capsule,0.46,APPROVED,EQUAL,Tomer Sagi,1731572045871,41237083,Typhoid Vaccine Live Ty21a Oral Capsule [Vivotif],Drug,MAPS_TO,no dosage information,<auto>,1730992858680,
J07BA0132132074347,Tick ??borne encephalitis Encepur Children,2824,,1 * 0.25ml. Children from 1 year up to and including 11 years injection solution; susp. in syringe,0.30,APPROVED,EQUAL,Tomer Sagi,1731573590571,41049409,TICK-BORN ENCEPHALITIS VACC Injectable Solution [ENCEPUR],Drug,MAPS_TO,No dosage information,<auto>,1730992859180,
J07BB32136625747,Fluzone; High-dose Fluzone,1318,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731051618407,46275646,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2015-2016],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051402294,
J07BB32136625747,Fluzone; High-dose Fluzone,1318,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731051618407,36249402,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2016-2017],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051407799,
J07BB32136625747,Fluzone; High-dose Fluzone,1318,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731051618407,1593344,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2017-2018],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051411534,
J07BB32136625747,Fluzone; High-dose Fluzone,1318,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731051618407,35200057,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2018-2019],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051415715,
J07BB32136625747,Fluzone; High-dose Fluzone,1318,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731051618407,1361085,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2019-2020],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051418592,
J07BB32136625747,Fluzone; High-dose Fluzone,1318,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731051618407,1146451,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2020-2021],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051421552,
J07BB32136625747,Fluzone; High-dose Fluzone,1318,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731051618407,1758615,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2021-2022],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051424475,
J07BB32136625747,Fluzone; High-dose Fluzone,1318,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731051618407,780080,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2022-2023],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051427775,
J07BB32136625747,Fluzone; High-dose Fluzone,1318,,solution for injection; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731051618407,746082,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2023-2024],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051430599,
J07AM5132117338536,Tetanus combined with Diphtheria diTeBooster,1232710,,1 * 0.5 ml solution for injection; susp. in syringe,0.38,APPROVED,EQUAL,Tomer Sagi,1731573910724,43519278,"0.5 ML diphtheria toxoid vaccine, inactivated 2 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Adt Booster]",Drug,MAPS_TO,Branded,Tomer Sagi,1731573909831,
J07BB0232128246776,Influenza purified antigen Vaxigriptetra,483626,,solution for injection; susp. in syringe,0.56,APPROVED,INEXACT,Tomer Sagi,1731056034631,36782735,Influenza A virus / Influenza B virus Injectable Suspension [VAXIGRIP],Drug,MAPS_TO,"Assuming this is Vaxigrip, no specific strain info",Tomer Sagi,1731056032142,
J07AH060,Meningococcal group B,298,,solution for injection; susp. in syringe,0.64,APPROVED,EQUAL,Tomer Sagi,1731059509012,45775639,meningococcal group B vaccine Prefilled Syringe,Drug,MAPS_TO,No brand info,Tomer Sagi,1731059506475,
J07AH0232117338525,Meningococcal group C; conjugated NeisVac-C,477,,1 * 0.5ml. Children from 2 months injection solution; susp. in syringe,0.56,APPROVED,INEXACT,Tomer Sagi,1731059670494,35745357,meningococcal group C polysaccharide Injectable Solution [Neisvac C],Drug,MAPS_TO,No specific age indication in OMOP code. ,Tomer Sagi,1731059650541,
J07BA0132132074347,Tick ??borne encephalitis Encepur Children,138,,solution for injection; susp. in syringe,0.30,APPROVED,EQUAL,Tomer Sagi,1731574097936,41049409,TICK-BORN ENCEPHALITIS VACC Injectable Solution [ENCEPUR],Drug,MAPS_TO,no dosage information ,<auto>,1730992862852,
J07BF0232114342309,oral trivalent polio (OPV) Poliovaccine Oral Sabin,778,,oral; susp.,0.28,APPROVED,NARROWER,Tomer Sagi,1731318165563,43296536,"Poliomyelitis Virus Type 1 (Sabin Strain (Ls-C, 2ab)) Live Attenuated Oral Vaccine / Poliomyelitis Virus Type 2 (Sabin Strain (P712, Ch, 2ab)) Live Attenuated Oral Vaccine / ... Oral Solution [Polio Sabin]",Drug,MAPS_TO,RxNorm code details specific strains. ,Tomer Sagi,1731318146347,
J07BB32136625747,Fluzone; High-dose Fluzone,3533,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731051725003,46275646,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2015-2016],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051696840,
J07BB32136625747,Fluzone; High-dose Fluzone,3533,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731051725003,36249402,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2016-2017],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051699361,
J07BB32136625747,Fluzone; High-dose Fluzone,3533,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731051725003,1593344,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2017-2018],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051702256,
J07BB32136625747,Fluzone; High-dose Fluzone,3533,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731051725003,35200057,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2018-2019],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051705231,
J07BB32136625747,Fluzone; High-dose Fluzone,3533,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731051725003,1361085,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2019-2020],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051708082,
J07BB32136625747,Fluzone; High-dose Fluzone,3533,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731051725003,1146451,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2020-2021],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051711623,
J07BB32136625747,Fluzone; High-dose Fluzone,3533,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731051725003,1758615,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2021-2022],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051715443,
J07BB32136625747,Fluzone; High-dose Fluzone,3533,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731051725003,780080,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2022-2023],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051719095,
J07BB32136625747,Fluzone; High-dose Fluzone,3533,,1 * 0.7ml. Adults from 65 years of age injection solution; susp. in syringe,0.34,APPROVED,EQUAL,Tomer Sagi,1731051725003,746082,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2023-2024],Drug,MAPS_TO,Match to specific code by year by actual date of administration,Tomer Sagi,1731051722049,
J07AP030,Typhoid; purified antigen for injection,1630,,solution for injection; susp. in syringe,0.32,APPROVED,EQUAL,Tomer Sagi,1731574189516,702625,0.5 ML tick-borne encephalitis purified antigen 0.0048 MG/ML Prefilled Syringe [Ticovac],Drug,MAPS_TO,Branded,Tomer Sagi,1731574188706,
