sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:orig,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
KQDE10A,Excision of pathological tissue of the subcutaneous tissue of the lower limb,4595,,Excision af patologisk væv i underhud på underekstremitet,0.72,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4182577,Excision of perianal tissue,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KTKE00A1,"Transrectal needle biopsy of the prostate, US guided (TRUS)",8044,,"Transrektal nålebiopsi af prostata, UL-vejledt (TRUS)",0.72,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,37163326,Ultrasonography guided transperineal needle biopsy of prostate,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KUJF02,Oral enteroscopy,2670,,Peroral enteroskopi,0.89,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,36662507,Enteroscopy,Meas Value,MAPS_TO,"Imported from SKS. Vocab: LOINC, Standard: S",<auto_sks_import>,1758548224439,
KACB19,Excision of pathological tissue on the second peripheral nerve,3578,,Ekscision af patologisk væv på anden perifer nerve,0.67,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4182577,Excision of perianal tissue,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KJGA75,Rectoscopic microsurgical excision of pathological tissue of the rectum,3526,,Rektoskopisk mikrokirugisk excision af patologisk væv i endetarm,0.59,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,37167139,Excision of rectum by TEM (transanal endoscopic microsurgery),Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KHAB00B,Excision of resection rim in breast due to insufficient margin,4970,,Excision af resektionsrand i bryst pga. utilstrækkelig marginal,0.52,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,37164749,Excision of breast,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KKFC10,Bilateral orchiectomy,3669,,Dobbeltsidig orkiektomi,0.89,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4341536,Total orchidectomy,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KCGE15,Laser treatment of cornea,2851,,Laserbehandling af hornhinde,0.69,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,43531150,Surgical procedure on eye proper using laser,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KMCA10D,Cesarean section in the isthmus uterie during childbirth before planned cesarean section,6924,,Kejsersnit i isthmus uteri under fødsel inden planlagt kejsersnit,0.49,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4015701,Cesarean section,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KTGA30B,Therapeutic thoracocentesis,9418,,Terapeutisk torakocentese,0.67,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4240305,Thoracentesis,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KQBE10R,Radical excision of pathological tissue of the skin and subcutaneous tissue of the truncus,19830,,Radikal excision af patologisk væv i hud og underhud på truncus,0.74,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4069983,Excision of skin and soft tissue of hand,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KAAF99,Second shunt surgery on the cerebral ventricle or intracranial cyst,3191,,Anden shuntoperation på hjerneventrikel eller intrakraniel cyste,0.61,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4287375,Shunt of cerebral ventricle to extracranial site,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KJWE00,Reoperation for deep bleeding after gastroenterological surgery,3503,,Reoperation for dyb blødning efter gastroenterologisk operation,0.49,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,21492253,Gastroenterology Surgical operation note,Note,MAPS_TO,"Imported from SKS. Vocab: LOINC, Standard: S",<auto_sks_import>,1758548224439,
KHAB20,Excision of ductus lactiferi,3780,,Excision af ductus lactiferi,0.74,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,44809333,Total excision of lactiferous duct,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KQBA10B,Incision of pilonidal cyst,3757,,Incision af pilonidalcyste,0.86,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,2006512,Incision of pilonidal sinus or cyst,Procedure,MAPS_TO,"Imported from SKS. Vocab: ICD9Proc, Standard: S",<auto_sks_import>,1758548224439,
KPWE00,Reoperation for deep bleeding after surgery on peripheral vessel or lymphatic system,2575,,Reoperation for dyb blødning efter operation på perifert kar eller lymfesystem,0.51,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4208948,Structure of peripheral lymphatic vessel,Spec Anatomic Site,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KJGA52A,"Endoscopic mucosa resection (EMR), rectum",4031,,"Endoskopisk mucosa resektion (EMR), endetarm",0.56,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,36662324,Endoscopic mucosal resection,Meas Value,MAPS_TO,"Imported from SKS. Vocab: LOINC, Standard: S",<auto_sks_import>,1758548224439,
KJDE00,Gastrojejunostomy,2866,,Gastrojejunostomi,1.0,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,36712676,EMR (endoscopic mucosal resection) of gastrointestinal tract,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KNAA30,Percutaneous bone biopsy of the spine,3422,,Perkutan knoglebiopsi i columna,0.76,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,44790256,Percutaneous biopsy NOC,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KQBE10C,Excision of pilonidal cyst on truncus,3702,,Excision af pilonidalcyste på truncus,0.77,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,2006532,Excision of pilonidal cyst or sinus,Procedure,MAPS_TO,"Imported from SKS. Vocab: ICD9Proc, Standard: S",<auto_sks_import>,1758548224439,
KQAB10A,Changing of larger wounds on the head,6219,,Skiftning af større sår på hoved,0.49,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,36716565,Multiple open wounds of head,Condition,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KJAL01,Laparoscopic biopsy of peritoneum,2668,,Laparoskopisk biopsi af bughinde,0.93,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,46270675,Laparoscopic biopsy of lesion of peritoneum,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KEMB10B,Bilateral tonsillectomy,6863,,Dobbeltsidig tonsillektomi,0.87,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4071138,Laser excision of bilateral tonsils,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KKBJ10,Ureteroenterocutaneostomy,3842,,Ureteroenterokutaneostomi,0.75,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4020344,Ureteroenterostomy,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KUKB05,Retrograde ureteroscopy with biopsy,3135,,Retrograd ureteroskopi med biopsi,0.84,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4055881,Ureteroscopy with biopsy,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KJKB33,Percutaneous transhepatic dilation of biliary tract,2969,,Perkutan transhepatisk dilatation af galdeveje,0.8,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4201632,Percutaneous transhepatic insertion of biliary drain,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KLCA312,Transfer of 2 thawed embryos,3946,,Transferering af 2 optøede embryoner,0.59,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4262081,Thawing of cryopreserved embryo,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KKKA20A,Percutaneous drainage of the retroperitoneum,4966,,Perkutan drænage af retroperitoneum,0.79,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,46270893,Percutaneous drainage of retroperitoneal abscess,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KQDA20,Dermabrasion or shaving of skin on the lower limb,3524,,Dermabrasio eller shaving af hud på underekstremitet,0.73,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4266339,Disorder of skin of lower limb,Condition,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KQDE10R,Radical excision of pathological tissue of the skin and subcutaneous tissue of the lower extremity,10354,,Radikal excision af patologisk væv i hud og underhud på underekstremitet,0.72,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4291944,Subcutaneous tissue structure of lower extremity,Spec Anatomic Site,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KQBA50A,Cryotherapy of skin in the genital area,9838,,Kryoterapi af hud i genitalområdet,0.81,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4176113,Cryotherapy of skin,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KQBE10A,Excision of pathological tissue of the subcutaneous tissue of the truncus,8017,,Excision af patologisk væv i underhud på truncus,0.69,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4183558,Excision of lesion of subcutaneous tissue,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KLCD11,Laparoscopic assisted vaginal hysterectomy,3501,,Laparoskopisk assisteret vaginal hysterektomi,0.86,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,1245450,Laparoscopic vaginal hysterectomy,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KJFA68,Endoscopic insertion of stent in colon,4015,,Endoskopisk indsættelse af stent i tyktarm,0.76,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4190934,Endoscopic insertion of permanent colonic stent,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KTJA50,Construction of intraperitoneal injection port,3574,,Anlæggelse af intraperitoneal injektionsport,0.72,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4217464,Injection into peritoneal cavity,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KJFA45,Endoscopic contact coagulation in the colon,3421,,Endoskopisk kontaktkoagulation i tyktarm,0.55,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,43531482,Endoscopic coagulation of small intestine bleeding,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KNBF01,Arthroscopic total synovectomy of the shoulder joint,2563,,Artroskopisk total synovektomi i skulderled,0.79,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4076188,Arthroscopic synovectomy knee joint,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KDBW99,Second ear canal surgery,3135,,Anden operation på øregang,0.61,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4078865,Erythematous ear canal,Condition,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KNGU10,Removal of all components of total knee joint prosthesis,3541,,Fjernelse af alle komponenter af totalprotese i knæled,0.74,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4030239,Arthrotomy for removal of prosthesis of knee,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KQAE10B,Excision of pathological tissue of the skin and subcutaneous tissue of the neck,3683,,Excision af patologisk væv i hud og underhud på hals,0.76,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4027525,Excision of excessive skin and subcutaneous tissue,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KLAE10,Single-sided oophorectomy,3501,,Enkeltsidig ooforektomi,0.58,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4306298,Oophorectomy,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KLCA301,Transfer of 1 fresh embryo,10091,,Transferering af 1 friskt embryon,0.74,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4327048,Embryo transfer,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KJWF00,Reoperation for suture or anastomosis insufficiency after gastroenterological surgery,4553,,Reoperation for sutur- eller anastomoseinsufficiens efter gastroenterologisk operation,0.45,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4264636,Cardiac insufficiency following cardiac surgery,Condition,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KNHU39,Removing external fixation equipment from ankle or foot,2832,,Fjernelse af eksternt fiksationsudstyr fra ankel eller fod,0.55,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,37016930,Removal of bone screw internal fixation device from ankle,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KMCA10A,Cesarean section in the isthmus uteri acutely performed before childbirth,19809,,Kejsersnit i isthmus uteri akut udført før fødsel,0.48,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4238188,Entire isthmus uteri,Spec Anatomic Site,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KTAB20,Epidural point,2585,,Epiduralpunktur,0.83,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,1620819,Epidural space,Meas Value,MAPS_TO,"Imported from SKS. Vocab: LOINC, Standard: S",<auto_sks_import>,1758548224439,
KUJF12,Enteroscopy through stoma,3122,,Enteroskopi gennem stoma,0.88,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4283378,Proctoscopy through stoma,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KENA10,Biopsy of the pharynx,3018,,Biopsi af svælg,0.87,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4037876,Pharyngeal biopsy,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KMAA00A,Diagnostic amniocentesis,3484,,Diagnostisk amniocentese,1.0,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4143646,Diagnostic amniocentesis,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KQCE10R,Radical excision of pathological tissue of the skin and subcutaneous tissue of the upper limb,6543,,Radikal excision af patologisk væv i hud og underhud på overekstremitet,0.73,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4069983,Excision of skin and soft tissue of hand,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KAAF00A,Placement of external drain in the lateral cerebral ventricle,6828,,Anlæggelse af eksternt dræn i lateral hjerneventrikel,0.6,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,3012102,Cerebral ventricle drain site,Observation,MAPS_TO,"Imported from SKS. Vocab: LOINC, Standard: S",<auto_sks_import>,1758548224439,
KNFU10,Removal of both components of total hip joint prosthesis,3944,,Fjernelse af begge komponenter af totalprotese i hofteled,0.67,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4197231,Removal of prosthesis of joint of hip,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KJKE15,Endoscopic lithotripsy of bile duct,3974,,Endoskopisk litotripsi i galdegang,0.85,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4232599,Endoscopic bile duct lithotripsy,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KKFD16A,Excision of spermatocele in the epididymis,4108,,Excision af spermatocele i epididymis,0.78,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4051532,Excision of spermatocele,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KLWD00,Reoperation for superficial bleeding after gynecological surgery,2494,,Reoperation for overfladisk blødning efter gynækologisk operation,0.51,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,36303362,Gynecology Surgical operation note,Note,MAPS_TO,"Imported from SKS. Vocab: LOINC, Standard: S",<auto_sks_import>,1758548224439,
KJHB96B,Ligature of haemorrhoid arteries (THD) with anal mucosa sewing,4851,,Ligatur af hæmoridearterier (THD) med opsyning af analslimhinde,0.48,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4229823,Ligation of hemorrhoidal artery,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KJAW97,"Second laparoscopic surgery on the abdominal wall, peritoneum, mesentery or oment",2667,,"Anden laparoskopisk operation på bugvæg, bughinde, mesenterie eller oment",0.52,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4073521,Abdominal wall procedure,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KTAB30,Epidural blood-patch,3257,,Epidural blood-patch,0.55,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4078199,Epidural anesthesia,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KLCD04,,4698,,,0.56,UNCHECKED,EQUIVALENT,AUTO_SKS,1758548224439,45880107,,Meas Value,MAPS_TO,"Imported from SKS. Vocab: LOINC, Standard: S",<auto_sks_import>,1758548224439,
KEMA10,Biopsy of the tonsil,3017,,Biopsi af tonsil,0.9,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4236009,Biopsy of tonsil,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KTHA10A,Stereotactic needle biopsy of breast,9993,,Stereotaktisk nålebiopsi af bryst,0.79,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4044511,Needle biopsy,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KKCD32B,Electrocoagulation of tumor in the urinary bladder,9229,,Elektrokoagulation af tumor i urinblæren,0.65,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,40487825,Electrocauterization of urinary bladder,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KKEW98B,Second transurethral surgery on the prostate with electrovaporization,2979,,Anden transuretral operation på prostata med elektrovaporisation,0.65,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4336248,Endoscopic transurethral fulguration of prostate,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KJWW96,Second reoperation after gastroenterological surgery,3396,,Anden reoperation efter gastroenterologisk operation,0.55,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,21492253,Gastroenterology Surgical operation note,Note,MAPS_TO,"Imported from SKS. Vocab: LOINC, Standard: S",<auto_sks_import>,1758548224439,
KTQX10,Needle biopsy of skin,3888,,Nålebiopsi af hud,0.83,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4326029,Fine needle aspiration biopsy of skin,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KQBA30,Electrocoagulation of skin on the truncus,2805,,Elektrokoagulation af hud på truncus,0.63,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4250344,Electrocoagulation,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KQCE10A,Excision of pathological tissue of the subcutaneous tissue of the upper limb,3647,,Excision af patologisk væv i underhud på overekstremitet,0.72,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4279830,Entire subcutaneous tissue of upper extremity,Spec Anatomic Site,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KTNE20A,Aspiration of bone marrow on the crista iliaca,117623,,Aspiration af knoglemarv på crista iliaca,0.64,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4182329,Structure of bone marrow of iliac crest,Spec Anatomic Site,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KDQE00,Implantation of prosthesis in the larynx,4649,,Implantation af protese i strubehoved,0.64,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4165348,Implantation of penile prosthesis,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KGAC01,Percutaneous endoscopic biopsy of the pleura,2561,,Perkutan endoskopisk biopsi af pleura,0.72,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4032261,Percutaneous pleural biopsy,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KMCA10E,Caesarean section in the uterus of the isthmus during childbirth due to a complication of childbirth,54990,,Kejsersnit i isthmus uteri under fødsel pga. fødselskomplikation,0.55,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,45772073,Asthma in mother complicating childbirth,Condition,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KLCA302,Transfer of 2 fresh embryos,8441,,Transferering af 2 friske embryoner,0.71,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4327048,Embryo transfer,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KECA20,Biopsy of gums,2845,,Biopsi af tandkød,0.88,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,2001139,Biopsy of gum,Procedure,MAPS_TO,"Imported from SKS. Vocab: ICD9Proc, Standard: S",<auto_sks_import>,1758548224439,
KTGA30A,Diagnostic thoracocentesis,5090,,Diagnostisk torakocentese,0.77,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4116896,Diagnostic puncture and aspiration,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KKED52E,,5084,,,0.56,UNCHECKED,EQUIVALENT,AUTO_SKS,1758548224439,45880107,,Meas Value,MAPS_TO,"Imported from SKS. Vocab: LOINC, Standard: S",<auto_sks_import>,1758548224439,
KQBG00,Debridement of decubitus on truncus,3002,,Debridement af decubitus på truncus,0.57,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4272410,Debridement,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KJHA10,Biopsy of anal canal,3449,,Biopsi af analkanal,0.8,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4271929,Biopsy of anus,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KUDH05,Rhinoharyngoscopy with biopsy,4328,,Rhinofaryngoskopi med biopsi,0.78,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4307682,Nasopharyngoscopy,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KAAC00,Ligature of intracranial aneurysm,3251,,Ligatur af intrakranielt aneurisme,0.92,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4047008,Ligation of intracranial aneurysm,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KQAE10A,Excision of pathological tissue of the skin and subcutaneous tissue of the head,19678,,Excision af patologisk væv i hud og underhud på hoved,0.77,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,2006521,Excision or destruction of lesion or tissue of skin and subcutaneous tissue,Procedure,MAPS_TO,"Imported from SKS. Vocab: ICD9Proc, Standard: S",<auto_sks_import>,1758548224439,
KJAD97,Second laparoscopic surgery for hernia incisionalis,2954,,Anden laparoskopisk operation for hernia incisionalis,0.59,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,43531134,Laparoscopic repair of incisional hernia,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KQBE05,Excision of sweat glands or skin with sweat glands on the truncus,2490,,Excision af svedkirtler eller hud med svedkirtler på truncus,0.7,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4321848,Incision of sweat glands of skin,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KTKA10A,Percutaneous placement of nephrostomics,12627,,Perkutan anlæggelse af nefrostomikateter,0.72,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4197480,Percutaneous insertion of nephrostomy tube,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KQBA40A,Laser treatment of skin in the genital area,6701,,Laserbehandling af hud i genitalområdet,0.52,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,45765230,Skin treatment sock,Device,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KLEG10A,Vaginal urethrocystopexy with sling through the foramen obturatum,6025,,Vaginal uretrocystopeksi med slynge gennem foramen obturatum,0.48,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4215631,Vesicourethropexy,Procedure,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KKBV02A,Transluminal insertion of temporary ureteral stent,26831,,Transluminal indsættelse af temporær ureterstent,0.58,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4120252,Ureteric stent,Device,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KLCA10A,Scraping the corpus uteri with vacuum,34613,,Udskrabning af corpus uteri med vakuum,0.52,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,4034303,Body of uterus structure,Spec Anatomic Site,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
KQDG20A,Excision of chronic wound and wound environment on the lower limb,15765,,Excision af kronisk sår og såromgivelser på underekstremitet,0.52,APPROVED,EQUIVALENT,AUTO_SKS,1758548224439,37174334,Chronic wound,Condition,MAPS_TO,"Imported from SKS. Vocab: SNOMED, Standard: S",<auto_sks_import>,1758548224439,
